sensor,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
MPU2,-46.94656,-1.32824,-98.54962,0.40967,0.14453,0.59692
MPU1,-30.70229,13.70992,-91.52672,0.30981,-0.11108,0.66089
MPU2,-54.50382,19.64886,-93.95420,0.38501,0.10620,0.70947
MPU1,-62.53435,56.21374,-61.55725,0.14624,-0.14844,0.51025
MPU2,-56.47328,-37.32824,-50.01527,0.11694,-0.03296,0.70166
MPU1,-44.42748,-16.85496,-40.04580,0.08496,-0.24097,0.90820
MPU2,-13.58779,10.68702,-10.06107,0.33838,-0.11890,0.85962
MPU1,-12.93130,17.11450,13.72519,0.11621,-0.21411,0.82788
MPU2,12.09160,-1.28244,41.34351,0.17969,-0.05615,0.78125
MPU1,16.27481,-35.06870,45.17557,0.02783,-0.29956,0.92920
MPU2,39.14504,6.50382,74.42748,0.34937,-0.09180,0.79956
MPU1,39.84733,-4.96183,82.45802,0.28613,-0.31445,0.74268
MPU2,47.57252,12.73282,102.42748,0.28345,-0.06250,0.77441
MPU1,26.67175,-43.67939,88.32061,0.18726,-0.32178,0.71021
MPU2,48.90076,3.60305,119.37405,0.35376,-0.00928,0.75928
MPU1,52.44275,-35.40458,94.29008,0.37598,-0.39673,0.73462
MPU2,46.53435,19.86259,120.61069,0.41772,-0.00024,0.76001
MPU1,20.56489,-13.93893,113.61832,0.41797,-0.25781,0.49585
MPU2,28.73282,25.28244,119.83206,0.32666,0.14136,0.66040
MPU1,40.80916,-21.70992,80.41222,0.53687,-0.30615,0.73633
MPU2,16.10687,30.39695,107.38931,0.47949,0.07202,0.79712
MPU1,4.71756,13.74046,94.32061,0.60059,-0.25684,0.52344
