sensor,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
MPU2,-36.96183,64.27481,38.45802,-0.51050,0.52539,-0.86353
MPU1,-5.64885,10.44275,42.25954,-0.53833,0.61279,-0.48804
MPU2,-13.02290,-4.33588,7.72519,-0.57397,0.48755,-0.90601
MPU1,-25.83206,-25.77099,10.36641,-0.48608,0.65210,-0.54297
MPU2,-2.07634,-38.10687,-18.16794,-0.47778,0.47900,-0.85767
MPU1,-0.33588,-56.01527,-70.90076,-0.33643,0.51416,-0.35449
MPU2,15.81679,-46.42748,-55.66412,-0.30762,0.48633,-0.74512
MPU1,15.16031,-27.54198,-59.48092,-0.52832,0.62524,-0.52734
MPU2,22.03053,-145.03816,-67.67939,-0.83130,0.53589,-0.92480
MPU1,-36.59542,-174.18321,-203.90840,-0.58472,0.52222,-0.47949
MPU2,31.75573,-209.86259,-161.92366,-0.74268,0.42749,-0.84644
MPU1,-10.32061,-135.49619,-242.24428,-0.99390,0.34741,-0.19678
MPU2,21.43511,-265.72519,-127.60305,-0.87817,0.32422,-0.60181
MPU1,-29.37405,-264.01526,-249.80153,-1.28442,0.34082,-0.12256
